,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
598465,A-598473,MapQuest,201.0,3,2020-03-17 06:24:37,2020-03-17 06:54:19,32.881039,-96.897942,,,0.0,Accident on I-35E Northbound at Walnut Hill.,,I-35E N,R,Dallas,Dallas,TX,75220,US,US/Central,KDAL,2020-03-17 06:43:00,61.0,61.0,90.0,29.59,5.0,E,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1932845,A-1932885,MapQuest,201.0,2,2018-04-05 07:55:00,2018-04-05 08:24:46,35.235302,-80.943451,,,0.0,Accident on US-74 Wilkinson Blvd at Little Rock Rd.,,Little Rock Rd,R,Charlotte,Mecklenburg,NC,28214,US,US/Eastern,KCLT,2018-04-05 07:52:00,42.1,37.1,47.0,30.22,10.0,ENE,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2690884,A-2690932,Bing,,2,2017-06-21 08:28:20,2017-06-21 14:28:20,39.01621,-94.13217,39.01602,-94.12492,0.389,At MO-F/MO-H/Exit 28 - Accident.,,I-70 E,R,Oak Grove,Jackson,MO,64075,US,US/Central,KLXT,2017-06-21 08:53:00,81.0,,62.0,29.9,10.0,SW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1109704,A-1109730,MapQuest,201.0,2,2019-06-10 04:28:41,2019-06-10 06:16:39,33.388271,-111.96785,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound near Exit 154 US-60.,,US-60 E,R,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2019-06-10 04:51:00,84.0,84.0,19.0,28.73,10.0,SE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2081795,A-2081835,MapQuest,201.0,3,2018-02-16 10:21:17,2018-02-16 10:50:55,38.954506,-77.193832,,,0.0,Left hand shoulder blocked due to accident on I-495 Capital Beltway Southbound at Exit 44 VA-193 Georgetown Pike.,,Capital Beltway N,R,Mc Lean,Fairfax County,VA,22101,US,US/Eastern,KDCA,2018-02-16 09:52:00,57.0,,100.0,29.76,10.0,South,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2022544,A-2022584,MapQuest,201.0,2,2018-03-20 08:26:55,2018-03-20 09:11:36,37.538013,-77.429359,,,0.0,Accident on Broad St Southbound at 14th St.,298.0,N 14th St,R,Richmond,Richmond City,VA,23219-3604,US,US/Eastern,KRIC,2018-03-20 08:54:00,41.0,33.5,100.0,29.65,10.0,ENE,13.8,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1409976,A-1410007,MapQuest,201.0,2,2019-01-17 16:23:37,2019-01-17 16:52:43,40.29903,-111.883842,,,0.0,Accident on UT-68 Redwood Rd Southbound at .,3477.0,Redwood Rd,R,Saratoga Springs,Utah,UT,84045,US,US/Mountain,KPVU,2019-01-17 16:18:00,39.2,28.7,93.0,29.93,2.0,NNW,23.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2658414,A-2658462,Bing,,2,2017-03-24 08:48:48,2017-03-24 14:48:48,34.06744,-117.56364,34.0673,-117.55548,0.467,At Milliken Ave/Exit 57 - Accident. Carpool lane blocked.,,I-10 E,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2017-03-24 08:53:00,54.0,,64.0,30.25,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2302534,A-2302574,MapQuest,201.0,2,2017-10-10 12:20:02,2017-10-10 12:59:00,30.269175,-97.696602,,,0.0,Accident on TX-111 Loop Airport Blvd at Gunter St.,1133.0,Airport Blvd,R,Austin,Travis,TX,78702-3149,US,US/Central,KATT,2017-10-10 11:51:00,63.0,,56.0,30.21,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1257752,A-1257781,MapQuest,201.0,2,2019-04-26 16:20:00,2019-04-26 18:16:34,35.248028,-120.680298,,,0.0,Accident on US-101 Eastbound at Exit 201 Madonna Rd.,,El Camino Real S,R,San Luis Obispo,San Luis Obispo,CA,93405,US,US/Pacific,KSBP,2019-04-26 15:56:00,67.0,67.0,66.0,29.76,10.0,WSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1774442,A-1774476,MapQuest,201.0,2,2018-07-17 17:58:09,2018-07-17 18:27:57,30.408133,-91.025978,,,0.0,Accident on Coursey Blvd at Hickory Ridge Blvd.,,Hickory Ridge Blvd,R,Baton Rouge,East Baton Rouge,LA,70817,US,US/Central,KBTR,2018-07-17 17:53:00,82.0,,88.0,30.01,4.0,East,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
205474,A-205476,MapQuest,201.0,2,2016-11-15 14:17:22,2016-11-15 15:02:15,42.681477,-73.791626,,,0.01,Accident on NY-5 Central Ave at Colvin Ave.,199.0,Colvin Ave,R,Albany,Albany,NY,12206-1109,US,US/Eastern,KALB,2016-11-15 14:19:00,41.0,39.0,89.0,29.89,2.5,North,3.5,0.09,Rain,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
2460637,A-2460678,MapQuest,201.0,2,2017-08-22 09:27:17,2017-08-22 09:56:47,37.99408,-122.074409,,,0.0,Accident on Pacheco Blvd at CA-4.,,Blum Rd,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2017-08-22 09:53:00,69.1,,65.0,30.0,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2476560,A-2476601,MapQuest,201.0,2,2017-08-30 18:59:04,2017-08-30 19:43:25,40.770985,-74.351814,,,0.0,Accident on County Hwy-510 Orange Ave at County Hwy-607 Walnut St.,258.0,S Orange Ave,L,Livingston,Essex,NJ,07039-5817,US,US/Eastern,KMMU,2017-08-30 18:45:00,75.2,,50.0,29.94,10.0,West,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2912030,A-2912161,Bing,,2,2020-04-13 16:42:21,2020-04-13 17:17:19,34.93958,-82.07653,34.93958,-82.07653,0.0,At I-85 - Accident.,10119.0, Greenville Hwy,R,Wellford,Spartanburg,SC,29385-9535,US,US/Eastern,KGSP,2020-04-13 16:53:00,77.0,77.0,40.0,28.83,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1803862,A-1803897,MapQuest,201.0,3,2018-06-01 17:45:29,2018-06-01 18:30:14,37.732243,-122.432076,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound before Exit 52 Bosworth St.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-06-01 17:56:00,66.0,,47.0,30.04,10.0,West,24.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2985124,A-2985273,Bing,,2,2020-02-04 14:29:09,2020-02-04 19:40:38,40.72488,-73.8375,40.72488,-73.8375,0.0,At 69th Rd/Jewel/H Arsdale/Exit 11 - Accident.,,Grand Central Pkwy E,R,Forest Hills,Queens,NY,11375,US,US/Eastern,KLGA,2020-02-04 14:51:00,56.0,56.0,62.0,29.72,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1258606,A-1258635,MapQuest,241.0,3,2019-04-27 00:04:13,2019-04-27 00:33:46,34.086918,-117.686249,,,0.0,One lane blocked due to accident on I-10 Westbound at Exit 49 Central Ave.,,I-10 W,R,Montclair,San Bernardino,CA,91763,US,US/Pacific,KPOC,2019-04-27 06:47:00,55.0,55.0,88.0,28.94,2.0,CALM,0.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3295717,A-3295877,Bing,,2,2018-07-11 18:37:18,2018-07-12 00:37:18,40.86681,-74.04378,40.86687,-74.03882,0.259,At Hudson St/Exit 66 - Accident.,,Bergen Passaic Expy E,R,Hackensack,Bergen,NJ,07601,US,US/Eastern,KTEB,2018-07-11 18:51:00,86.0,,36.0,29.94,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
792823,A-792848,MapQuest,201.0,2,2019-12-19 08:20:11,2019-12-19 10:06:36,34.05098,-79.592239,,,0.0,Accident on Seven Mile Rd at Southwind Rd.,582.0,E Seven Mile Rd,R,Pamplico,Florence,SC,29583-6504,US,US/Eastern,KFLO,2019-12-19 07:53:00,33.0,25.0,56.0,30.27,10.0,NE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1685377,A-1685410,MapQuest,247.0,3,2018-08-01 11:03:35,2018-08-01 11:33:10,35.257416,-81.043755,,,0.0,Delays and Right lane blocked due to accident on I-85 Southbound at NC-7 McAdenville Rd.,,I-85 S,R,Belmont,Gaston,NC,28012,US,US/Eastern,KCLT,2018-08-01 10:52:00,75.9,,91.0,30.11,9.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
258802,A-258804,MapQuest,201.0,2,2016-07-12 11:36:51,2016-07-12 12:21:51,40.699924,-75.276596,,,0.0,Accident on Newburg Rd at Fischer Rd.,2731.0,Newburg Rd,R,Easton,Northampton,PA,18045-8002,US,US/Eastern,KABE,2016-07-12 11:51:00,82.9,,56.0,30.11,10.0,SW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
356007,A-356010,MapQuest,245.0,3,2017-03-04 20:37:16,2017-03-04 21:23:00,27.956247,-82.485008,,,0.01,Two lanes blocked due to accident on I-275 Northbound before Exit 42 Howard Ave.,,N Armenia Ave,R,Tampa,Hillsborough,FL,33607,US,US/Eastern,KTPA,2017-03-04 20:53:00,68.0,,43.0,30.4,10.0,ENE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
3163451,A-3163611,Bing,,2,2019-03-11 10:03:31,2019-03-11 14:03:31,45.320643,-123.080093,45.32056,-123.080803,0.035,At NE Kuehne Rd - Accident.,15723.0, NE Highway 240,L,Newberg,Yamhill,OR,97132,US,US/Pacific,KUAO,2019-03-11 09:53:00,36.0,,70.0,30.22,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1213893,A-1213921,MapQuest,241.0,2,2019-04-04 17:21:02,2019-04-04 19:24:49,29.12225,-81.351753,,,0.0,Lane blocked due to accident on US-17 at Ponce Deleon Blvd.,5149.0,US Highway 17,R,De Leon Springs,Volusia,FL,32130-4224,US,US/Eastern,KDED,2019-04-04 17:15:00,75.0,75.0,50.0,30.1,10.0,ESE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1272524,A-1272553,MapQuest,201.0,2,2019-03-07 09:46:09,2019-03-07 10:15:56,26.724791,-80.066643,,,0.0,Accident on Palm Beach Lakes Blvd at FL-704A Australian Ave.,,Palm Beach Lakes Blvd,R,West Palm Beach,Palm Beach,FL,33401,US,US/Eastern,KPBI,2019-03-07 09:53:00,70.0,,49.0,30.31,10.0,NE,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2697259,A-2697307,Bing,,4,2017-06-21 18:47:57,2017-06-22 00:47:57,39.148143,-76.634431,39.13954,-76.617528,1.083,Closed at Oakwood Rd - Road closed due to accident.,,MD-100 E,R,Glen Burnie,Anne Arundel,MD,21061,US,US/Eastern,KBWI,2017-06-21 18:54:00,84.9,,44.0,29.92,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
750638,A-750661,MapQuest,201.0,2,2019-12-30 05:56:26,2019-12-30 07:09:47,29.870539,-95.412643,,,0.0,Accident on Shepherd Dr at Victory Dr.,,N Victory Dr,R,Houston,Harris,TX,77088,US,US/Central,KIAH,2019-12-30 05:53:00,42.0,42.0,79.0,29.99,10.0,W,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
25835,A-25836,MapQuest,201.0,3,2016-08-04 11:26:33,2016-08-04 11:56:33,38.936699,-121.053223,,,0.0,#1 and #2 lane blocked due to accident on I-80 Eastbound at Exit 122 Bowman Undercrossing Rd.,,I-80 E,R,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,2016-08-04 11:35:00,82.4,,25.0,29.94,10.0,SSW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3006537,A-3006686,Bing,,3,2020-02-19 07:42:00,2020-02-19 08:10:16,41.59326,-93.66513,41.59139,-93.67849,0.702,Between 31st St/Exit 6 and 42nd St/Exit 5B - Accident.,,I-235 W,R,Des Moines,Polk,IA,50312,US,US/Central,KDSM,2020-02-19 07:54:00,16.0,4.0,65.0,29.58,10.0,NE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2667078,A-2667126,Bing,,2,2017-04-20 10:01:21,2017-04-20 16:01:21,42.04042,-87.82216,42.04022,-87.83076,0.442,At IL-21/Milwaukee Ave - Accident.,7848.0, W Dempster St,R,Niles,Cook,IL,60714-1746,US,US/Central,KORD,2017-04-20 09:51:00,70.0,,68.0,29.79,10.0,SW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1009379,A-1009405,MapQuest,201.0,2,2019-08-30 09:37:08,2019-08-30 10:22:32,35.5112,-97.60836,,,0.0,Accident on OK-66 39th St Westbound at Sterling Ave.,4798.0,NW 39th St,L,Oklahoma City,Oklahoma,OK,73122-2505,US,US/Central,KPWA,2019-08-30 09:34:00,68.0,68.0,93.0,28.79,4.0,NE,10.0,0.29,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1628891,A-1628924,MapQuest,201.0,3,2018-09-04 05:58:51,2018-09-04 06:30:00,39.725677,-105.013466,,,0.0,Right hand shoulder blocked due to accident on I-25 Southbound at Exits 209A 209A-B 209B 209C US-6.,,W 6th Avenue Fwy W,R,Denver,Denver,CO,80204,US,US/Mountain,KBJC,2018-09-04 05:54:00,59.0,,55.0,30.08,10.0,NW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2182061,A-2182101,MapQuest,201.0,2,2017-12-08 14:33:45,2017-12-08 15:18:32,27.9377,-82.318581,,,0.0,Accident on FL-60 Brandon Blvd at Gornto Lake Rd.,2101.0,W Brandon Blvd,L,Brandon,Hillsborough,FL,33511,US,US/Eastern,KVDF,2017-12-08 14:35:00,78.8,,69.0,29.78,10.0,SSW,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2011153,A-2011193,MapQuest,201.0,2,2018-03-14 17:36:34,2018-03-14 18:06:25,33.880547,-98.528938,,,0.0,Accident on Kemp Blvd at Avenue V.,3199.0,Kemp Blvd,R,Wichita Falls,Wichita,TX,76308-1829,US,US/Central,KCWC,2018-03-14 17:35:00,69.1,,20.0,30.12,10.0,SSE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
435922,A-435928,MapQuest,201.0,2,2017-04-10 11:40:30,2017-04-10 12:22:00,47.320869,-122.590424,,,0.01,Left lane blocked due to accident on WA-16 Westbound at Wollochet Dr.,,Pioneer Way,R,Gig Harbor,Pierce,WA,98335,US,US/Pacific,KTIW,2017-04-10 11:53:00,46.0,40.2,79.0,30.05,10.0,SSW,12.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3040012,A-3040172,Bing,,2,2019-12-06 19:59:00,2019-12-06 20:32:29,38.578929,-121.506672,38.578929,-121.506672,0.0,At Q St/Exit 519A - Accident.,,CA-16 E,R,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,2019-12-06 19:53:00,62.0,62.0,65.0,29.92,10.0,SE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3184909,A-3185069,Bing,,2,2019-02-15 09:13:16,2019-02-15 09:43:04,35.13118,-81.542729,35.13118,-81.542729,0.0,At SC-5/Exit 99 - Accident. Right lane blocked.,,I-85 S,R,Blacksburg,Cherokee,SC,29702,US,US/Eastern,KEHO,2019-02-15 09:05:00,47.3,,59.0,29.92,10.0,SW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1127361,A-1127387,MapQuest,201.0,2,2019-06-19 08:00:17,2019-06-19 08:47:00,39.718029,-104.952217,,,0.0,Accident on 1st Ave at Milwaukee St. No recent updates.,3030.0,E 1st Ave,R,Denver,Denver,CO,80206-5612,US,US/Mountain,KBKF,2019-06-19 07:58:00,55.0,55.0,79.0,24.39,10.0,S,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2674394,A-2674442,Bing,,2,2017-04-18 14:03:40,2017-04-18 20:03:40,32.80328,-116.95986,32.80557,-116.9618,0.194,Ramp to CA-67 Northbound and Graves Ave - Accident.,,I-8 W,R,El Cajon,San Diego,CA,92020,US,US/Pacific,KSEE,2017-04-18 13:47:00,75.2,,44.0,30.08,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2767878,A-2767937,Bing,,2,2020-05-14 07:16:26,2020-05-14 07:51:24,33.99067,-117.35834,33.99067,-117.35834,0.0,Ramp to Spruce St - Accident. Hard shoulder blocked.,2092.0, Spruce St,L,Riverside,Riverside,CA,92507-2649,US,US/Pacific,KRAL,2020-05-14 06:53:00,56.0,56.0,75.0,29.14,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3288629,A-3288789,Bing,,4,2018-08-23 21:01:10,2018-08-23 21:30:49,33.69592,-84.4071,33.70003,-84.40397,0.336,Ramp closed to I-85 Split/Exit 242 - Road closed due to accident.,2150.0, Metropolitan Pkwy SW,L,Atlanta,Fulton,GA,30315-6220,US,US/Eastern,KATL,2018-08-23 20:52:00,79.0,,58.0,30.04,10.0,ESE,5.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1086907,A-1086933,MapQuest,241.0,3,2019-08-13 15:48:31,2019-08-13 17:03:01,32.913116,-96.738083,,,0.0,#1 #2 lane blocked due to accident on I-635 Westbound at Abram Rd.,,I-635 E,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2019-08-13 15:47:00,99.0,99.0,35.0,29.19,10.0,SSE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2712104,A-2712152,Bing,,4,2017-07-26 14:46:17,2017-07-26 20:46:17,38.440578,-81.83264,38.4392,-81.82996,0.173,Closed at WV-25/Exit 45 - Road closed due to accident.,,I-64 E,R,Nitro,Putnam,WV,25143,US,US/Eastern,KCRW,2017-07-26 14:54:00,88.0,,43.0,30.08,10.0,WNW,6.9,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3177127,A-3177287,Bing,,3,2019-02-04 14:05:15,2019-02-04 14:34:58,29.775894,-95.263838,29.775894,-95.263838,0.0,At I-10/Exit 26 - Accident.,,I-610 N,R,Houston,Harris,TX,77029,US,US/Central,KHOU,2019-02-04 13:53:00,75.9,,69.0,29.92,7.0,SSW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
122927,A-122929,MapQuest,201.0,3,2017-01-17 17:07:10,2017-01-17 17:35:48,26.350828,-80.117874,,,0.01,2 left lane blocked due to accident on I-95 Southbound after Exit 44 FL-798 Palmetto Park Rd.,,I-95 N,R,Boca Raton,Palm Beach,FL,33486,US,US/Eastern,KBCT,2017-01-17 16:47:00,75.2,,65.0,30.2,10.0,SE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1564690,A-1564723,MapQuest,201.0,2,2018-10-04 07:36:39,2018-10-04 08:06:39,42.105682,-87.854469,,,0.0,Accident on Willow Rd Eastbound near Porter Ct.,3031.0,Willow Rd,R,Glenview,Cook,IL,60026,US,US/Central,KPWK,2018-10-04 07:52:00,55.9,,67.0,30.1,10.0,NNW,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1303234,A-1303264,MapQuest,201.0,2,2019-03-25 11:26:07,2019-03-25 12:55:13,35.127373,-80.942696,,,0.0,Accident on John Price Rd at NC-49 Tryon St.,9700.0,John Price Rd,R,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,2019-03-25 11:52:00,66.0,,59.0,30.01,10.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2777129,A-2777189,Bing,,2,2020-05-19 19:06:09,2020-05-19 20:06:09,35.39134,-97.53545,35.39134,-97.53545,0.0,At Western Ave/Exit 2 - Accident.,,US-62 E,R,Oklahoma City,Oklahoma,OK,73139,US,US/Central,KOKC,2020-05-19 18:52:00,77.0,77.0,50.0,28.47,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
275602,A-275604,MapQuest,241.0,2,2016-10-31 18:50:14,2016-10-31 19:19:22,32.833584,-96.780045,,,0.01,#2 lane blocked and queueing traffic due to accident on US-75 Northbound before Mockingbird Ln.,,US-75 N,R,Dallas,Dallas,TX,75206,US,US/Central,KDAL,2016-10-31 18:53:00,81.0,,29.0,29.91,10.0,South,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
683267,A-683288,MapQuest,201.0,2,2020-01-28 16:27:33,2020-01-28 19:15:42,36.401649,-121.657928,,,0.0,Restrictions due to accident on Cachagua Rd at Nason Rd.,18595.0,Cachagua Rd,R,Carmel Valley,Monterey,CA,93924-9313,US,US/Pacific,KMRY,2020-01-28 16:54:00,59.0,59.0,69.0,30.03,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2803513,A-2803596,Bing,,2,2020-06-28 16:12:00,2020-06-28 16:46:28,34.017954,-117.526696,34.017954,-117.526696,0.0,At Etiwanda Ave - Accident.,,CA-60 E,R,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,2020-06-28 15:53:00,76.0,76.0,52.0,28.91,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
3145990,A-3146150,Bing,,2,2019-09-05 07:58:00,2019-09-05 08:50:32,38.001627,-122.080765,38.001627,-122.080765,0.0,At I-680/Arthur Rd - Accident.,,Sunrise Dr,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2019-09-05 07:53:00,62.0,62.0,75.0,29.9,10.0,SSW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2455002,A-2455043,MapQuest,201.0,3,2017-08-20 10:36:19,2017-08-20 11:36:07,34.573277,-82.710907,,,0.0,Accident on I-85 Northbound at Exits 19A 19B US-76 Clemson Blvd.,,I-85 N,R,Anderson,Anderson,SC,29621,US,US/Eastern,KAND,2017-08-20 10:56:00,88.0,,49.0,30.09,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
909578,A-909604,MapQuest,201.0,2,2019-11-25 12:31:46,2019-11-25 13:16:34,30.300406,-97.712837,,,0.0,Accident on Parkwood Rd at TX-111-LOOP Airport Blvd.,4400.0,Airport Blvd,L,Austin,Travis,TX,78722-1008,US,US/Central,KATT,2019-11-25 12:51:00,83.0,83.0,23.0,29.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1021713,A-1021739,MapQuest,201.0,2,2019-07-08 20:33:46,2019-07-08 21:34:42,37.483147,-77.478485,,,0.0,Accident on VA-10 Broad Rock Blvd at Warwick Rd.,,Warwick Rd,R,Richmond,Richmond City,VA,23224,US,US/Eastern,KFCI,2019-07-08 20:41:00,73.0,73.0,83.0,29.72,10.0,VAR,6.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
1764818,A-1764852,MapQuest,201.0,2,2018-07-11 09:09:15,2018-07-11 09:54:00,29.549122,-98.488434,,,0.0,Accident on US-281 Northbound at Nakoma St.,,US-281 S,R,San Antonio,Bexar,TX,78216,US,US/Central,KSAT,2018-07-11 08:51:00,78.1,,81.0,30.05,10.0,South,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
906938,A-906964,MapQuest,201.0,3,2019-11-23 08:12:17,2019-11-23 09:11:31,36.169624,-86.811226,,,0.0,Left lane blocked due to accident on I-40 Westbound at Exits 208 208B I-65 Exits 84A 84B.,,I-40 W,R,Nashville,Davidson,TN,37208,US,US/Central,KBNA,2019-11-23 07:53:00,49.0,49.0,93.0,29.1,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2158519,A-2158559,MapQuest,201.0,2,2018-01-29 20:33:09,2018-01-29 21:17:52,25.925508,-80.173752,,,0.0,Accident on FL-826 163rd St Eastbound at 13th Ave.,1302.0,NE 163rd St,R,North Miami Beach,Miami-Dade,FL,33162-4623,US,US/Eastern,KHWO,2018-01-29 20:53:00,73.0,,76.0,30.01,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
1138936,A-1138962,MapQuest,201.0,3,2019-06-26 16:03:34,2019-06-26 18:46:07,38.10968,-77.264511,,,8.34000015259,Right hand shoulder blocked due to accident on US-301 A P Hill Blvd Southbound from US-17 Tidewater Trl to W Lewis Memorial Dr.,,A.P. Hill Blvd,R,Port Royal,Caroline,VA,22535,US,US/Eastern,KEZF,2019-06-26 15:55:00,89.0,89.0,47.0,29.97,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2912599,A-2912730,Bing,,1,2020-04-13 15:50:50,2020-04-13 16:35:50,32.38358,-111.10241,32.38358,-111.10241,0.0,At W Linda Vista Blvd - Accident.,6301.0, W Twin Peaks Rd,L,Tucson,Pima,AZ,85742,US,US/Mountain,KDMA,2020-04-13 15:58:00,76.0,76.0,20.0,27.14,10.0,W,17.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
